date,state,city,dead,confirmed,day
2020-04-21,RJ,Mendes/RJ,0,1,47
2020-04-21,RJ,Mesquita/RJ,9,68,47
2020-04-21,RJ,Miguel Pereira/RJ,1,5,47
2020-04-21,RJ,Nilópolis/RJ,0,31,47
2020-04-21,RJ,Niterói/RJ,16,233,47
2020-04-21,RJ,Nova Friburgo/RJ,1,32,47
2020-04-21,RJ,Nova Iguaçu/RJ,17,196,47
2020-04-21,RJ,Paracambi/RJ,0,8,47
2020-04-21,RJ,Paraty/RJ,1,4,47
2020-04-21,RJ,Paraíba do Sul/RJ,0,3,47
2020-04-21,RJ,Paty do Alferes/RJ,0,2,47
2020-04-21,RJ,Petrópolis/RJ,7,71,47
2020-04-21,RJ,Pinheiral/RJ,0,1,47
2020-04-21,RJ,Piraí/RJ,0,3,47
2020-04-21,RJ,Porciúncula/RJ,0,1,47
2020-04-21,RJ,Porto Real/RJ,0,3,47
2020-04-21,RJ,Quatis/RJ,0,2,47
2020-04-21,RJ,Queimados/RJ,1,19,47
2020-04-21,RJ,Quissamã/RJ,0,3,47
2020-04-21,RJ,Resende/RJ,3,13,47
2020-04-21,RJ,Rio Bonito/RJ,2,9,47
2020-04-21,RJ,Rio das Flores/RJ,0,1,47
2020-04-21,RJ,Rio das Ostras/RJ,5,16,47
2020-04-21,RJ,Rio de Janeiro/RJ,283,3587,47
2020-04-21,RJ,Santo Antônio de Pádua/RJ,0,1,47
2020-04-21,RJ,Sapucaia/RJ,2,3,47
2020-04-21,RJ,Saquarema/RJ,0,5,47
2020-04-21,RJ,Seropédica/RJ,0,4,47
2020-04-21,RJ,Silva Jardim/RJ,0,0,47
2020-04-21,RJ,Sumidouro/RJ,0,1,47
2020-04-21,RJ,São Fidélis/RJ,0,3,47
2020-04-21,RJ,São Francisco de Itabapoana/RJ,1,2,47
2020-04-21,RJ,São Gonçalo/RJ,9,112,47
2020-04-21,RJ,São João da Barra/RJ,0,1,47
2020-04-21,RJ,São João de Meriti/RJ,8,92,47
2020-04-21,RJ,São Pedro da Aldeia/RJ,2,12,47
2020-04-21,RJ,Tanguá/RJ,4,8,47
2020-04-21,RJ,Teresópolis/RJ,1,21,47
2020-04-21,RJ,Trajano de Moraes/RJ,0,0,47
2020-04-21,RJ,Três Rios/RJ,0,5,47
2020-04-21,RJ,Valença/RJ,0,2,47
2020-04-21,RJ,Volta Redonda/RJ,6,147,47
2020-04-22,RJ,Angra dos Reis/RJ,0,9,48
2020-04-22,RJ,Araruama/RJ,1,19,48
2020-04-22,RJ,Areal/RJ,0,1,48
2020-04-22,RJ,Armação dos Búzios/RJ,0,4,48
2020-04-22,RJ,Arraial do Cabo/RJ,1,3,48
2020-04-22,RJ,Barra Mansa/RJ,1,17,48
2020-04-22,RJ,Barra do Piraí/RJ,3,13,48
2020-04-22,RJ,Belford Roxo/RJ,7,84,48
2020-04-22,RJ,Bom Jardim/RJ,1,4,48
2020-04-22,RJ,Bom Jesus do Itabapoana/RJ,1,6,48
2020-04-22,RJ,CASO SEM LOCALIZAÇÃO DEFINIDA/RJ,0,6,48
2020-04-22,RJ,Cabo Frio/RJ,0,12,48
2020-04-22,RJ,Cachoeiras de Macacu/RJ,1,5,48
2020-04-22,RJ,Campos dos Goytacazes/RJ,1,7,48
2020-04-22,RJ,Cantagalo/RJ,0,1,48
2020-04-22,RJ,Carapebus/RJ,0,1,48
2020-04-22,RJ,Casimiro de Abreu/RJ,0,13,48
2020-04-22,RJ,Conceição de Macabu/RJ,0,2,48
2020-04-22,RJ,Duque de Caxias/RJ,38,217,48
2020-04-22,RJ,Guapimirim/RJ,0,4,48
2020-04-22,RJ,Iguaba Grande/RJ,3,11,48
2020-04-22,RJ,Itaboraí/RJ,7,55,48
2020-04-22,RJ,Itaguaí/RJ,3,14,48
2020-04-22,RJ,Itaperuna/RJ,0,3,48
2020-04-22,RJ,Itatiaia/RJ,0,2,48
2020-04-22,RJ,Japeri/RJ,1,13,48
2020-04-22,RJ,Macaé/RJ,5,21,48
2020-04-22,RJ,Magé/RJ,3,38,48
2020-04-22,RJ,Mangaratiba/RJ,2,5,48
2020-04-22,RJ,Maricá/RJ,5,38,48
2020-04-22,RJ,Mendes/RJ,0,1,48
2020-04-22,RJ,Mesquita/RJ,9,73,48
2020-04-22,RJ,Miguel Pereira/RJ,1,5,48
2020-04-22,RJ,Nilópolis/RJ,0,34,48
2020-04-22,RJ,Niterói/RJ,16,239,48
2020-04-22,RJ,Nova Friburgo/RJ,1,32,48
2020-04-22,RJ,Nova Iguaçu/RJ,18,224,48
2020-04-22,RJ,Paracambi/RJ,0,8,48
2020-04-22,RJ,Paraty/RJ,1,4,48
2020-04-22,RJ,Paraíba do Sul/RJ,0,3,48
2020-04-22,RJ,Paty do Alferes/RJ,0,2,48
2020-04-22,RJ,Petrópolis/RJ,8,74,48
2020-04-22,RJ,Pinheiral/RJ,0,1,48
2020-04-22,RJ,Piraí/RJ,0,3,48
2020-04-22,RJ,Porciúncula/RJ,0,1,48
2020-04-22,RJ,Porto Real/RJ,0,3,48
2020-04-22,RJ,Quatis/RJ,0,2,48
2020-04-22,RJ,Queimados/RJ,3,32,48
2020-04-22,RJ,Quissamã/RJ,0,3,48
2020-04-22,RJ,Resende/RJ,3,13,48
2020-04-22,RJ,Rio Bonito/RJ,3,10,48
2020-04-22,RJ,Rio das Flores/RJ,0,1,48
2020-04-22,RJ,Rio das Ostras/RJ,5,24,48
2020-04-22,RJ,Rio de Janeiro/RJ,303,3656,48
2020-04-22,RJ,Santo Antônio de Pádua/RJ,0,1,48
2020-04-22,RJ,Sapucaia/RJ,2,3,48
2020-04-22,RJ,Saquarema/RJ,0,5,48
2020-04-22,RJ,Seropédica/RJ,0,4,48
2020-04-22,RJ,Silva Jardim/RJ,0,0,48
2020-04-22,RJ,Sumidouro/RJ,0,1,48
2020-04-22,RJ,São Fidélis/RJ,0,3,48
2020-04-22,RJ,São Francisco de Itabapoana/RJ,1,2,48
2020-04-22,RJ,São Gonçalo/RJ,9,122,48
2020-04-22,RJ,São João da Barra/RJ,0,1,48
2020-04-22,RJ,São João de Meriti/RJ,8,106,48
2020-04-22,RJ,São Pedro da Aldeia/RJ,2,12,48
2020-04-22,RJ,Tanguá/RJ,6,9,48
2020-04-22,RJ,Teresópolis/RJ,1,24,48
2020-04-22,RJ,Trajano de Moraes/RJ,0,0,48
2020-04-22,RJ,Três Rios/RJ,0,5,48
2020-04-22,RJ,Valença/RJ,0,4,48
2020-04-22,RJ,Volta Redonda/RJ,6,174,48
2020-04-23,RJ,Angra dos Reis/RJ,0,11,49
2020-04-23,RJ,Aperibé/RJ,0,1,49
2020-04-23,RJ,Araruama/RJ,1,19,49
2020-04-23,RJ,Areal/RJ,0,1,49
2020-04-23,RJ,Armação dos Búzios/RJ,0,2,49
2020-04-23,RJ,Arraial do Cabo/RJ,1,4,49
2020-04-23,RJ,Barra Mansa/RJ,1,17,49
2020-04-23,RJ,Barra do Piraí/RJ,3,14,49
2020-04-23,RJ,Belford Roxo/RJ,7,104,49
2020-04-23,RJ,Bom Jardim/RJ,1,4,49
2020-04-23,RJ,Bom Jesus do Itabapoana/RJ,1,6,49
2020-04-23,RJ,CASO SEM LOCALIZAÇÃO DEFINIDA/RJ,1,1,49
2020-04-23,RJ,Cabo Frio/RJ,2,23,49
2020-04-23,RJ,Cachoeiras de Macacu/RJ,1,7,49
2020-04-23,RJ,Campos dos Goytacazes/RJ,1,8,49
2020-04-23,RJ,Cantagalo/RJ,0,1,49
2020-04-23,RJ,Carapebus/RJ,0,1,49
2020-04-23,RJ,Casimiro de Abreu/RJ,0,13,49
2020-04-23,RJ,Conceição de Macabu/RJ,0,2,49
2020-04-23,RJ,Duque de Caxias/RJ,40,243,49
2020-04-23,RJ,Guapimirim/RJ,0,5,49
2020-04-23,RJ,Iguaba Grande/RJ,3,11,49
2020-04-23,RJ,Itaboraí/RJ,7,58,49
2020-04-23,RJ,Itaguaí/RJ,3,17,49
2020-04-23,RJ,Itaperuna/RJ,0,3,49
2020-04-23,RJ,Itatiaia/RJ,0,3,49
2020-04-23,RJ,Japeri/RJ,1,13,49
2020-04-23,RJ,Macaé/RJ,8,40,49
2020-04-23,RJ,Macuco/RJ,0,1,49
2020-04-23,RJ,Magé/RJ,3,52,49
2020-04-23,RJ,Mangaratiba/RJ,2,6,49
2020-04-23,RJ,Maricá/RJ,7,40,49
2020-04-23,RJ,Mendes/RJ,0,1,49
2020-04-23,RJ,Mesquita/RJ,9,89,49
2020-04-23,RJ,Miguel Pereira/RJ,1,6,49
2020-04-23,RJ,Nilópolis/RJ,2,42,49
2020-04-23,RJ,Niterói/RJ,16,239,49
2020-04-23,RJ,Nova Friburgo/RJ,2,35,49
2020-04-23,RJ,Nova Iguaçu/RJ,19,264,49
2020-04-23,RJ,Paracambi/RJ,1,10,49
2020-04-23,RJ,Paraty/RJ,1,4,49
2020-04-23,RJ,Paraíba do Sul/RJ,0,3,49
2020-04-23,RJ,Paty do Alferes/RJ,0,2,49
2020-04-23,RJ,Petrópolis/RJ,8,76,49
2020-04-23,RJ,Pinheiral/RJ,0,4,49
2020-04-23,RJ,Piraí/RJ,0,3,49
2020-04-23,RJ,Porciúncula/RJ,0,1,49
2020-04-23,RJ,Porto Real/RJ,0,3,49
2020-04-23,RJ,Quatis/RJ,0,3,49
2020-04-23,RJ,Queimados/RJ,3,35,49
2020-04-23,RJ,Quissamã/RJ,0,3,49
2020-04-23,RJ,Resende/RJ,4,15,49
2020-04-23,RJ,Rio Bonito/RJ,3,15,49
2020-04-23,RJ,Rio das Flores/RJ,0,2,49
2020-04-23,RJ,Rio das Ostras/RJ,5,24,49
2020-04-23,RJ,Rio de Janeiro/RJ,322,4027,49
2020-04-23,RJ,Santo Antônio de Pádua/RJ,0,1,49
2020-04-23,RJ,Sapucaia/RJ,2,3,49
2020-04-23,RJ,Saquarema/RJ,0,5,49
2020-04-23,RJ,Seropédica/RJ,0,5,49
2020-04-23,RJ,Silva Jardim/RJ,0,3,49
2020-04-23,RJ,Sumidouro/RJ,0,2,49
2020-04-23,RJ,São Fidélis/RJ,0,3,49
2020-04-23,RJ,São Francisco de Itabapoana/RJ,1,2,49
2020-04-23,RJ,São Gonçalo/RJ,14,144,49
2020-04-23,RJ,São João da Barra/RJ,0,1,49
2020-04-23,RJ,São João de Meriti/RJ,8,116,49
2020-04-23,RJ,São Pedro da Aldeia/RJ,2,15,49
2020-04-23,RJ,Tanguá/RJ,6,11,49
2020-04-23,RJ,Teresópolis/RJ,1,31,49
2020-04-23,RJ,Trajano de Moraes/RJ,0,0,49
2020-04-23,RJ,Três Rios/RJ,0,5,49
2020-04-23,RJ,Valença/RJ,0,4,49
2020-04-23,RJ,Vassouras/RJ,0,3,49
2020-04-23,RJ,Volta Redonda/RJ,6,181,49
2020-04-24,RJ,Angra dos Reis/RJ,0,11,50
2020-04-24,RJ,Aperibé/RJ,0,1,50
2020-04-24,RJ,Araruama/RJ,1,19,50
2020-04-24,RJ,Areal/RJ,0,1,50
2020-04-24,RJ,Armação dos Búzios/RJ,0,6,50
2020-04-24,RJ,Arraial do Cabo/RJ,1,4,50
2020-04-24,RJ,Barra Mansa/RJ,1,17,50
2020-04-24,RJ,Barra do Piraí/RJ,3,14,50
2020-04-24,RJ,Belford Roxo/RJ,8,106,50
2020-04-24,RJ,Bom Jardim/RJ,1,4,50
2020-04-24,RJ,Bom Jesus do Itabapoana/RJ,1,6,50
2020-04-24,RJ,CASO SEM LOCALIZAÇÃO DEFINIDA/RJ,0,0,50
2020-04-24,RJ,Cabo Frio/RJ,2,23,50
2020-04-24,RJ,Cachoeiras de Macacu/RJ,1,7,50
2020-04-24,RJ,Campos dos Goytacazes/RJ,1,8,50
2020-04-24,RJ,Cantagalo/RJ,0,1,50
2020-04-24,RJ,Carapebus/RJ,0,1,50
2020-04-24,RJ,Casimiro de Abreu/RJ,0,13,50
2020-04-24,RJ,Conceição de Macabu/RJ,0,2,50
2020-04-24,RJ,Duque de Caxias/RJ,44,244,50
2020-04-24,RJ,Guapimirim/RJ,0,5,50
2020-04-24,RJ,Iguaba Grande/RJ,3,12,50
2020-04-24,RJ,Itaboraí/RJ,7,59,50
2020-04-24,RJ,Itaguaí/RJ,3,17,50
2020-04-24,RJ,Itaperuna/RJ,0,3,50
2020-04-24,RJ,Itatiaia/RJ,0,3,50
2020-04-24,RJ,Japeri/RJ,1,14,50
2020-04-24,RJ,Macaé/RJ,8,40,50
2020-04-24,RJ,Macuco/RJ,0,0,50
2020-04-24,RJ,Magé/RJ,4,52,50
2020-04-24,RJ,Mangaratiba/RJ,2,6,50
2020-04-24,RJ,Maricá/RJ,7,41,50
2020-04-24,RJ,Mendes/RJ,0,1,50
2020-04-24,RJ,Mesquita/RJ,9,90,50
2020-04-24,RJ,Miguel Pereira/RJ,1,6,50
2020-04-24,RJ,Nilópolis/RJ,2,42,50
2020-04-24,RJ,Niterói/RJ,17,249,50
2020-04-24,RJ,Nova Friburgo/RJ,2,35,50
2020-04-24,RJ,Nova Iguaçu/RJ,21,266,50
2020-04-24,RJ,Paracambi/RJ,1,14,50
2020-04-24,RJ,Paraty/RJ,1,4,50
2020-04-24,RJ,Paraíba do Sul/RJ,0,4,50
2020-04-24,RJ,Paty do Alferes/RJ,0,2,50
2020-04-24,RJ,Petrópolis/RJ,9,77,50
2020-04-24,RJ,Pinheiral/RJ,0,4,50
2020-04-24,RJ,Piraí/RJ,0,3,50
2020-04-24,RJ,Porciúncula/RJ,0,1,50
2020-04-24,RJ,Porto Real/RJ,0,3,50
2020-04-24,RJ,Quatis/RJ,0,3,50
2020-04-24,RJ,Queimados/RJ,3,36,50
2020-04-24,RJ,Quissamã/RJ,0,3,50
2020-04-24,RJ,Resende/RJ,4,16,50
2020-04-24,RJ,Rio Bonito/RJ,3,15,50
2020-04-24,RJ,Rio das Flores/RJ,0,2,50
2020-04-24,RJ,Rio das Ostras/RJ,6,26,50
2020-04-24,RJ,Rio de Janeiro/RJ,347,4091,50
2020-04-24,RJ,Santo Antônio de Pádua/RJ,0,1,50
2020-04-24,RJ,Sapucaia/RJ,2,3,50
2020-04-24,RJ,Saquarema/RJ,0,6,50
2020-04-24,RJ,Seropédica/RJ,0,7,50
2020-04-24,RJ,Silva Jardim/RJ,0,4,50
2020-04-24,RJ,Sumidouro/RJ,0,2,50
2020-04-24,RJ,São Fidélis/RJ,0,3,50
2020-04-24,RJ,São Francisco de Itabapoana/RJ,1,2,50
2020-04-24,RJ,São Gonçalo/RJ,17,146,50
2020-04-24,RJ,São João da Barra/RJ,0,1,50
2020-04-24,RJ,São João de Meriti/RJ,10,121,50
2020-04-24,RJ,São Pedro da Aldeia/RJ,2,16,50
2020-04-24,RJ,São Sebastião do Alto/RJ,0,1,50
2020-04-24,RJ,Tanguá/RJ,6,11,50
2020-04-24,RJ,Teresópolis/RJ,1,32,50
2020-04-24,RJ,Trajano de Moraes/RJ,0,0,50
2020-04-24,RJ,Três Rios/RJ,0,5,50
2020-04-24,RJ,Valença/RJ,0,4,50
2020-04-24,RJ,Vassouras/RJ,0,3,50
2020-04-24,RJ,Volta Redonda/RJ,6,181,50
2020-04-25,RJ,Angra dos Reis/RJ,0,11,51
2020-04-25,RJ,Aperibé/RJ,0,2,51
2020-04-25,RJ,Araruama/RJ,1,19,51
2020-04-25,RJ,Areal/RJ,0,1,51
2020-04-25,RJ,Armação dos Búzios/RJ,0,7,51
2020-04-25,RJ,Arraial do Cabo/RJ,1,4,51
2020-04-25,RJ,Barra Mansa/RJ,1,20,51
2020-04-25,RJ,Barra do Piraí/RJ,3,16,51
2020-04-25,RJ,Belford Roxo/RJ,8,117,51
2020-04-25,RJ,Bom Jardim/RJ,1,4,51
2020-04-25,RJ,Bom Jesus do Itabapoana/RJ,1,7,51
2020-04-25,RJ,CASO SEM LOCALIZAÇÃO DEFINIDA/RJ,0,0,51
2020-04-25,RJ,Cabo Frio/RJ,3,26,51
2020-04-25,RJ,Cachoeiras de Macacu/RJ,1,9,51
2020-04-25,RJ,Campos dos Goytacazes/RJ,1,8,51
2020-04-25,RJ,Cantagalo/RJ,0,1,51
2020-04-25,RJ,Carapebus/RJ,0,1,51
2020-04-25,RJ,Casimiro de Abreu/RJ,0,14,51
2020-04-25,RJ,Conceição de Macabu/RJ,0,2,51
2020-04-25,RJ,Duque de Caxias/RJ,63,278,51
2020-04-25,RJ,Guapimirim/RJ,0,5,51
2020-04-25,RJ,Iguaba Grande/RJ,3,12,51
2020-04-25,RJ,Itaboraí/RJ,7,64,51
2020-04-25,RJ,Itaguaí/RJ,3,22,51
2020-04-25,RJ,Itaperuna/RJ,0,3,51
2020-04-25,RJ,Itatiaia/RJ,0,3,51
2020-04-25,RJ,Japeri/RJ,1,15,51
2020-04-25,RJ,Macaé/RJ,8,40,51
2020-04-25,RJ,Macuco/RJ,0,0,51
2020-04-25,RJ,Magé/RJ,4,55,51
2020-04-25,RJ,Mangaratiba/RJ,2,6,51
2020-04-25,RJ,Maricá/RJ,7,44,51
2020-04-25,RJ,Mendes/RJ,0,1,51
2020-04-25,RJ,Mesquita/RJ,10,100,51
2020-04-25,RJ,Miguel Pereira/RJ,1,7,51
2020-04-25,RJ,Nilópolis/RJ,3,47,51
2020-04-25,RJ,Niterói/RJ,17,254,51
2020-04-25,RJ,Nova Friburgo/RJ,3,43,51
2020-04-25,RJ,Nova Iguaçu/RJ,23,283,51
2020-04-25,RJ,Paracambi/RJ,1,17,51
2020-04-25,RJ,Paraty/RJ,1,5,51
2020-04-25,RJ,Paraíba do Sul/RJ,0,5,51
2020-04-25,RJ,Paty do Alferes/RJ,0,2,51
2020-04-25,RJ,Petrópolis/RJ,8,77,51
2020-04-25,RJ,Pinheiral/RJ,0,5,51
2020-04-25,RJ,Piraí/RJ,0,3,51
2020-04-25,RJ,Porciúncula/RJ,0,1,51
2020-04-25,RJ,Porto Real/RJ,0,3,51
2020-04-25,RJ,Quatis/RJ,0,3,51
2020-04-25,RJ,Queimados/RJ,3,38,51
2020-04-25,RJ,Quissamã/RJ,0,3,51
2020-04-25,RJ,Resende/RJ,4,16,51
2020-04-25,RJ,Rio Bonito/RJ,3,17,51
2020-04-25,RJ,Rio das Flores/RJ,0,2,51
2020-04-25,RJ,Rio das Ostras/RJ,6,26,51
2020-04-25,RJ,Rio de Janeiro/RJ,367,4481,51
2020-04-25,RJ,Santo Antônio de Pádua/RJ,0,1,51
2020-04-25,RJ,Sapucaia/RJ,2,3,51
2020-04-25,RJ,Saquarema/RJ,0,6,51
2020-04-25,RJ,Seropédica/RJ,0,8,51
2020-04-25,RJ,Silva Jardim/RJ,0,4,51
2020-04-25,RJ,Sumidouro/RJ,0,2,51
2020-04-25,RJ,São Fidélis/RJ,0,3,51
2020-04-25,RJ,São Francisco de Itabapoana/RJ,1,2,51
2020-04-25,RJ,São Gonçalo/RJ,18,158,51
2020-04-25,RJ,São João da Barra/RJ,0,1,51
2020-04-25,RJ,São João de Meriti/RJ,10,128,51
2020-04-25,RJ,São Pedro da Aldeia/RJ,2,16,51
2020-04-25,RJ,São Sebastião do Alto/RJ,0,1,51
2020-04-25,RJ,Tanguá/RJ,6,11,51
2020-04-25,RJ,Teresópolis/RJ,1,32,51
2020-04-25,RJ,Trajano de Moraes/RJ,0,0,51
2020-04-25,RJ,Três Rios/RJ,0,8,51
2020-04-25,RJ,Valença/RJ,0,5,51
2020-04-25,RJ,Vassouras/RJ,0,3,51
2020-04-25,RJ,Volta Redonda/RJ,6,181,51
2020-04-26,RJ,Angra dos Reis/RJ,0,11,52
2020-04-26,RJ,Aperibé/RJ,0,2,52
2020-04-26,RJ,Araruama/RJ,1,30,52
2020-04-26,RJ,Areal/RJ,0,2,52
2020-04-26,RJ,Armação dos Búzios/RJ,0,7,52
2020-04-26,RJ,Arraial do Cabo/RJ,1,5,52
2020-04-26,RJ,Barra Mansa/RJ,1,25,52
2020-04-26,RJ,Barra do Piraí/RJ,3,17,52
2020-04-26,RJ,Belford Roxo/RJ,8,146,52
2020-04-26,RJ,Bom Jardim/RJ,1,5,52
2020-04-26,RJ,Bom Jesus do Itabapoana/RJ,1,7,52
2020-04-26,RJ,CASO SEM LOCALIZAÇÃO DEFINIDA/RJ,0,0,52
2020-04-26,RJ,Cabo Frio/RJ,3,27,52
2020-04-26,RJ,Cachoeiras de Macacu/RJ,1,10,52
2020-04-26,RJ,Campos dos Goytacazes/RJ,1,8,52
2020-04-26,RJ,Cantagalo/RJ,0,1,52
2020-04-26,RJ,Carapebus/RJ,0,1,52
2020-04-26,RJ,Casimiro de Abreu/RJ,0,21,52
2020-04-26,RJ,Conceição de Macabu/RJ,0,2,52
2020-04-26,RJ,Cordeiro/RJ,0,1,52
2020-04-26,RJ,Duque de Caxias/RJ,63,300,52
2020-04-26,RJ,Guapimirim/RJ,0,5,52
2020-04-26,RJ,Iguaba Grande/RJ,4,15,52
2020-04-26,RJ,Itaboraí/RJ,7,79,52
2020-04-26,RJ,Itaguaí/RJ,3,24,52
2020-04-26,RJ,Itaperuna/RJ,0,3,52
2020-04-26,RJ,Itatiaia/RJ,0,3,52
2020-04-26,RJ,Japeri/RJ,1,23,52
2020-04-26,RJ,Macaé/RJ,8,41,52
2020-04-26,RJ,Macuco/RJ,0,0,52
2020-04-26,RJ,Magé/RJ,5,66,52
2020-04-26,RJ,Mangaratiba/RJ,2,6,52
2020-04-26,RJ,Maricá/RJ,8,52,52
2020-04-26,RJ,Mendes/RJ,0,1,52
2020-04-26,RJ,Mesquita/RJ,10,132,52
2020-04-26,RJ,Miguel Pereira/RJ,1,7,52
2020-04-26,RJ,Nilópolis/RJ,3,50,52
2020-04-26,RJ,Niterói/RJ,19,260,52
2020-04-26,RJ,Nova Friburgo/RJ,3,43,52
2020-04-26,RJ,Nova Iguaçu/RJ,24,310,52
2020-04-26,RJ,Paracambi/RJ,1,17,52
2020-04-26,RJ,Paraty/RJ,1,5,52
2020-04-26,RJ,Paraíba do Sul/RJ,0,5,52
2020-04-26,RJ,Paty do Alferes/RJ,0,2,52
2020-04-26,RJ,Petrópolis/RJ,8,80,52
2020-04-26,RJ,Pinheiral/RJ,0,5,52
2020-04-26,RJ,Piraí/RJ,0,3,52
2020-04-26,RJ,Porciúncula/RJ,0,1,52
2020-04-26,RJ,Porto Real/RJ,0,3,52
2020-04-26,RJ,Quatis/RJ,0,3,52
2020-04-26,RJ,Queimados/RJ,3,44,52
2020-04-26,RJ,Quissamã/RJ,0,3,52
2020-04-26,RJ,Resende/RJ,4,16,52
2020-04-26,RJ,Rio Bonito/RJ,3,19,52
2020-04-26,RJ,Rio das Flores/RJ,0,2,52
2020-04-26,RJ,Rio das Ostras/RJ,6,28,52
2020-04-26,RJ,Rio de Janeiro/RJ,382,4498,52
2020-04-26,RJ,Santa Maria Madalena/RJ,0,1,52
2020-04-26,RJ,Santo Antônio de Pádua/RJ,0,1,52
2020-04-26,RJ,Sapucaia/RJ,2,8,52
2020-04-26,RJ,Saquarema/RJ,0,7,52
2020-04-26,RJ,Seropédica/RJ,0,9,52
2020-04-26,RJ,Silva Jardim/RJ,0,4,52
2020-04-26,RJ,Sumidouro/RJ,0,2,52
2020-04-26,RJ,São Fidélis/RJ,0,4,52
2020-04-26,RJ,São Francisco de Itabapoana/RJ,1,2,52
2020-04-26,RJ,São Gonçalo/RJ,19,183,52
2020-04-26,RJ,São José de Ubá/RJ,0,1,52
2020-04-26,RJ,São João da Barra/RJ,0,1,52
2020-04-26,RJ,São João de Meriti/RJ,13,136,52
2020-04-26,RJ,São Pedro da Aldeia/RJ,2,17,52
2020-04-26,RJ,São Sebastião do Alto/RJ,0,1,52
2020-04-26,RJ,Tanguá/RJ,6,11,52
2020-04-26,RJ,Teresópolis/RJ,1,36,52
2020-04-26,RJ,Trajano de Moraes/RJ,0,0,52
2020-04-26,RJ,Três Rios/RJ,0,8,52
2020-04-26,RJ,Valença/RJ,0,5,52
2020-04-26,RJ,Vassouras/RJ,0,3,52
2020-04-26,RJ,Volta Redonda/RJ,11,189,52
2020-04-27,RJ,Angra dos Reis/RJ,0,11,53
2020-04-27,RJ,Aperibé/RJ,0,2,53
2020-04-27,RJ,Araruama/RJ,1,30,53
2020-04-27,RJ,Areal/RJ,0,2,53
2020-04-27,RJ,Armação dos Búzios/RJ,0,7,53
2020-04-27,RJ,Arraial do Cabo/RJ,1,5,53
2020-04-27,RJ,Barra Mansa/RJ,1,25,53
2020-04-27,RJ,Barra do Piraí/RJ,3,17,53
2020-04-27,RJ,Belford Roxo/RJ,8,149,53
2020-04-27,RJ,Bom Jardim/RJ,1,5,53
2020-04-27,RJ,Bom Jesus do Itabapoana/RJ,1,7,53
2020-04-27,RJ,CASO SEM LOCALIZAÇÃO DEFINIDA/RJ,0,0,53
2020-04-27,RJ,Cabo Frio/RJ,3,28,53
2020-04-27,RJ,Cachoeiras de Macacu/RJ,1,10,53
2020-04-27,RJ,Campos dos Goytacazes/RJ,2,9,53
2020-04-27,RJ,Cantagalo/RJ,0,1,53
2020-04-27,RJ,Carapebus/RJ,0,1,53
2020-04-27,RJ,Casimiro de Abreu/RJ,0,21,53
2020-04-27,RJ,Conceição de Macabu/RJ,0,2,53
2020-04-27,RJ,Cordeiro/RJ,0,1,53
2020-04-27,RJ,Duque de Caxias/RJ,67,319,53
2020-04-27,RJ,Guapimirim/RJ,0,5,53
2020-04-27,RJ,Iguaba Grande/RJ,4,15,53
2020-04-27,RJ,Itaboraí/RJ,7,79,53
2020-04-27,RJ,Itaguaí/RJ,3,24,53
2020-04-27,RJ,Italva/RJ,0,1,53
2020-04-27,RJ,Itaperuna/RJ,0,3,53
2020-04-27,RJ,Itatiaia/RJ,0,3,53
2020-04-27,RJ,Japeri/RJ,1,23,53
2020-04-27,RJ,Macaé/RJ,8,41,53
2020-04-27,RJ,Macuco/RJ,0,0,53
2020-04-27,RJ,Magé/RJ,5,73,53
2020-04-27,RJ,Mangaratiba/RJ,2,6,53
2020-04-27,RJ,Maricá/RJ,7,52,53
2020-04-27,RJ,Mendes/RJ,0,1,53
2020-04-27,RJ,Mesquita/RJ,11,133,53
2020-04-27,RJ,Miguel Pereira/RJ,1,7,53
2020-04-27,RJ,Nilópolis/RJ,3,51,53
2020-04-27,RJ,Niterói/RJ,20,266,53
2020-04-27,RJ,Nova Friburgo/RJ,3,43,53
2020-04-27,RJ,Nova Iguaçu/RJ,24,312,53
2020-04-27,RJ,Paracambi/RJ,1,17,53
2020-04-27,RJ,Paraty/RJ,1,5,53
2020-04-27,RJ,Paraíba do Sul/RJ,0,5,53
2020-04-27,RJ,Paty do Alferes/RJ,0,2,53
2020-04-27,RJ,Petrópolis/RJ,9,81,53
2020-04-27,RJ,Pinheiral/RJ,0,5,53
2020-04-27,RJ,Piraí/RJ,0,3,53
2020-04-27,RJ,Porciúncula/RJ,0,1,53
2020-04-27,RJ,Porto Real/RJ,0,3,53
2020-04-27,RJ,Quatis/RJ,0,3,53
2020-04-27,RJ,Queimados/RJ,3,44,53
2020-04-27,RJ,Quissamã/RJ,0,3,53
2020-04-27,RJ,Resende/RJ,4,16,53
2020-04-27,RJ,Rio Bonito/RJ,3,22,53
2020-04-27,RJ,Rio das Flores/RJ,0,2,53
2020-04-27,RJ,Rio das Ostras/RJ,6,31,53
2020-04-27,RJ,Rio de Janeiro/RJ,405,5261,53
2020-04-27,RJ,Santa Maria Madalena/RJ,0,1,53
2020-04-27,RJ,Santo Antônio de Pádua/RJ,0,1,53
2020-04-27,RJ,Sapucaia/RJ,2,9,53
2020-04-27,RJ,Saquarema/RJ,0,8,53
2020-04-27,RJ,Seropédica/RJ,0,9,53
2020-04-27,RJ,Silva Jardim/RJ,0,4,53
